Name;;RA;;;Dec;;K;V_H;sig;sour;type;d1;d2;;;
;hh;mm;ss.ss;ddd;mm;dd.d;mag;km/s;km/s;;;arcmin;;;;
110221.45+2939333;11;02;21.45;+29;39;33.3;12.21;10058;49;-2;;0.29;0.22;1.004;0.279;0.780  
110221.47+0556390;11;02;21.47;+05;56;39.0;12.68;43920;58;5918;;0.36;0.25;1.276;0.702;0.680  
110221.48+2539453;11;02;21.48;+25;39;45.3;12.62;0;0;0;;0.44;0.19;1.567;0.537;0.420  
110221.69-0259385;11;02;21.69;-02;59;38.5;13.24;20310;65;5100;;0.36;0.21;1.130;0.431;0.580  
110221.93+0604376;11;02;21.93;+06;04;37.6;12.45;6579;18;2700;;0.40;0.26;0.899;0.340;0.660  
110222.03-0028285;11;02;22.03;-00;28;28.5;13.26;25585;21;5906;19;0.21;0.14;1.162;0.508;0.640  
110222.22-0443215;11;02;22.22;-04;43;21.5;12.99;20511;87;1777;;0.20;0.16;1.142;0.432;0.780  
110222.75+0803096;11;02;22.75;+08;03;9.6;12.09;9981;30;-160;;0.39;0.35;1.112;0.430;0.880  
110222.78+2654168;11;02;22.78;+26;54;16.8;13.03;8824;75;4011;;0.34;0.29;0.801;0.142;0.840  
110224.29+1723433;11;02;24.29;+17;23;43.3;13.08;0;0;0;;0.24;0.10;1.021;0.438;0.400  
110224.31+2215542;11;02;24.31;+22;15;54.2;12.33;0;0;0;;0.38;0.24;0.824;0.191;0.640  
110224.49+3306566;11;02;24.49;+33;06;56.6;13.19;0;0;0;;0.33;0.21;1.260;0.481;0.620  
110224.59-0642073;11;02;24.59;-06;42;7.3;11.43;9172;24;-160;;0.71;0.48;0.992;0.273;0.680  
110224.63+0533320;11;02;24.63;+05;33;32.0;13.27;28654;43;5918;;0.20;0.20;1.138;0.761;1.000  
110224.96+0227430;11;02;24.96;+02;27;43.0;12.61;12074;46;5918;;0.38;0.15;1.077;0.340;0.400  
110226.77-0010015;11;02;26.77;-00;10;1.5;13.34;11399;32;5906;19;0.23;0.15;1.005;0.269;0.660  
110227.00+2718178;11;02;27.00;+27;18;17.8;12.24;0;0;0;;0.32;0.21;1.062;0.389;0.660  
110227.27+3159356;11;02;27.27;+31;59;35.6;12.79;0;0;0;;0.26;0.16;0.976;0.235;0.640  
110228.37+1129436;11;02;28.37;+11;29;43.6;13.34;41479;52;5920;;0.23;0.20;1.121;0.324;0.860  
110228.58+2934379;11;02;28.58;+29;34;37.9;12.49;10357;65;-2;;0.26;0.13;1.039;0.419;0.520  
110229.32+0928486;11;02;29.32;+09;28;48.6;12.85;8247;41;5918;;0.43;0.33;0.822;0.197;0.760  
110229.37-0339185;11;02;29.37;-03;39;18.5;12.94;5022;87;1777;;0.29;0.23;1.151;0.573;0.800  
110229.40+3400276;11;02;29.40;+34;00;27.6;12.98;22097;47;5920;;0.21;0.15;1.386;0.553;0.720  
110229.50+1042076;11;02;29.50;+10;42;7.6;13.38;26630;47;5920;;0.23;0.18;1.178;0.480;0.780  
110229.70-0024005;11;02;29.70;-00;24;0.5;12.63;19534;28;5906;19;0.27;0.18;1.058;0.369;0.680  
110229.93+2427219;11;02;29.93;+24;27;21.9;13.38;0;0;0;;0.27;0.19;1.246;0.521;0.720  
110230.08+1847063;11;02;30.08;+18;47;6.3;12.54;0;0;0;;0.34;0.20;1.060;0.382;0.600  
110230.24+1555072;11;02;30.24;+15;55;7.2;13.31;0;0;0;;0.21;0.19;1.206;0.574;0.880  
110230.34+3028106;11;02;30.34;+30;28;10.6;13.44;13492;0;1161;;0.27;0.21;1.010;0.437;0.760  
110230.69+0237060;11;02;30.69;+02;37;6.0;13.10;11937;21;3700;;0.26;0.19;0.914;0.243;0.720  
110230.78+0052370;11;02;30.78;+00;52;37.0;12.81;11724;50;5920;;0.46;0.10;1.143;0.336;0.220  
110231.24-0652133;11;02;31.24;-06;52;13.3;10.84;9099;37;3911;-2;0.53;0.30;1.000;0.267;0.560  
110231.30-0026255;11;02;31.30;-00;26;25.5;12.89;24944;32;5906;19;0.22;0.17;1.064;0.433;0.780  
110231.49+1846493;11;02;31.49;+18;46;49.3;11.79;9636;53;2779;;0.42;0.34;1.044;0.316;0.800  
110231.67+0519300;11;02;31.67;+05;19;30.0;13.32;15540;51;5918;;0.23;0.23;1.090;0.402;1.000  
110231.82+0306460;11;02;31.82;+03;06;46.0;11.91;9822;52;2700;20;0.55;0.14;0.951;0.230;0.260  
110232.48+0403410;11;02;32.48;+04;03;41.0;13.08;6640;19;2700;;0.38;0.18;0.887;0.268;0.480  
110232.76+1406442;11;02;32.76;+14;06;44.2;13.05;39878;46;5920;;0.25;0.19;1.272;0.572;0.780  
110233.05+0059340;11;02;33.05;+00;59;34.0;13.03;42934;45;5918;;0.40;0.34;1.226;0.508;0.840  
110233.12+1202312;11;02;33.12;+12;02;31.2;13.21;19774;30;5920;;0.41;0.22;1.030;0.428;0.540  
110233.30-0017275;11;02;33.30;-00;17;27.5;12.80;5183;24;5906;19;0.34;0.30;0.946;0.204;0.880  
110233.36+2245133;11;02;33.36;+22;45;13.3;12.57;0;0;0;;0.24;0.16;1.040;0.453;0.660  
110233.61+2404369;11;02;33.61;+24;04;36.9;12.37;0;0;0;;0.31;0.17;1.037;0.330;0.560  
110233.83+0236230;11;02;33.83;+02;36;23.0;12.63;12021;18;2779;;0.32;0.28;0.955;0.428;0.880  
110234.07+1110396;11;02;34.07;+11;10;39.6;13.31;28495;49;5920;;0.21;0.13;1.178;0.446;0.620  
110234.33+1705452;11;02;34.33;+17;05;45.2;13.03;0;0;0;;0.33;0.14;1.290;0.663;0.420  
110234.41+2333143;11;02;34.41;+23;33;14.3;13.18;0;0;0;;0.22;0.12;1.094;0.346;0.540  
110234.45+2229273;11;02;34.45;+22;29;27.3;13.18;0;0;0;;0.19;0.16;1.165;0.564;0.840  
110235.82+0414210;11;02;35.82;+04;14;21.0;13.34;27503;47;5918;;0.18;0.18;1.120;0.449;1.000  
110236.65+2524179;11;02;36.65;+25;24;17.9;12.80;0;0;0;;0.23;0.19;1.099;0.401;0.800  
110236.78+2915059;11;02;36.78;+29;15;5.9;12.90;21431;34;-8;;0.24;0.18;1.082;0.415;0.760  
110236.84+1705432;11;02;36.84;+17;05;43.2;13.33;0;0;0;;0.24;0.18;1.269;0.401;0.780  
110237.10+0609076;11;02;37.10;+06;09;7.6;13.27;22901;54;5918;;0.16;0.16;1.237;0.570;1.000  
110237.37-0730379;11;02;37.37;-07;30;37.9;11.07;8930;32;2700;6;0.72;0.27;1.038;0.297;0.380  
110237.97-0517128;11;02;37.97;-05;17;12.8;12.55;18847;87;1777;;0.31;0.18;1.049;0.432;0.600  
110238.39+2915249;11;02;38.39;+29;15;24.9;12.22;21582;25;-804;;0.33;0.25;1.060;0.470;0.740  
110239.14+0728076;11;02;39.14;+07;28;7.6;13.11;21638;50;5918;;0.19;0.19;0.995;0.277;1.000  
110239.86+2239113;11;02;39.86;+22;39;11.3;12.28;0;0;0;;0.31;0.23;1.034;0.303;0.760  
110240.86+1847263;11;02;40.86;+18;47;26.3;13.41;0;0;0;;0.25;0.18;1.236;0.493;0.720  
110241.37+2500279;11;02;41.37;+25;00;27.9;12.67;0;0;0;;0.22;0.21;0.853;0.185;0.940  
110241.48+0808136;11;02;41.48;+08;08;13.6;12.62;21821;48;5918;;0.39;0.11;1.194;0.414;0.280  
110241.53-0400308;11;02;41.53;-04;00;30.8;12.77;16844;87;1777;;0.30;0.17;0.947;0.278;0.560  
110242.78+0725016;11;02;42.78;+07;25;1.6;13.21;20811;41;5918;;0.24;0.14;0.986;0.399;0.580  
110243.07-0328328;11;02;43.07;-03;28;32.8;13.11;20890;87;1777;;0.40;0.20;1.056;0.353;0.500  
110243.78+0522525;11;02;43.78;+05;22;52.5;11.75;18310;27;2700;-4;0.47;0.39;1.015;0.323;0.840  
110244.38+2825049;11;02;44.38;+28;25;4.9;12.11;0;0;0;;0.52;0.33;1.090;0.429;0.640  
110245.17+2602079;11;02;45.17;+26;02;7.9;12.83;0;0;0;;0.36;0.33;1.112;0.420;0.900  
110245.49+2511349;11;02;45.49;+25;11;34.9;13.12;0;0;0;;0.30;0.22;0.981;0.291;0.760  
110246.09+3230196;11;02;46.09;+32;30;19.6;13.32;0;0;0;;0.25;0.15;1.371;0.538;0.600  
110247.30+1759223;11;02;47.30;+17;59;22.3;9.40;1134;4;2212;5;1.38;0.19;1.101;0.397;0.140  
110247.97+1853193;11;02;47.97;+18;53;19.3;12.75;0;0;0;;0.28;0.13;1.224;0.390;0.460  
110248.13+0000301;11;02;48.13;+00;00;30.1;13.10;19653;26;5906;19;0.28;0.24;1.126;0.377;0.840  
110249.08+2101393;11;02;49.08;+21;01;39.3;12.89;0;0;0;;0.28;0.21;1.087;0.572;0.760  
110250.51+0644376;11;02;50.51;+06;44;37.6;13.14;44441;50;5918;;0.22;0.17;1.299;0.720;0.740  
110251.51+2902009;11;02;51.51;+29;02;0.9;13.08;21487;25;-804;;0.25;0.21;0.995;0.363;0.820  
110251.55+2602308;11;02;51.55;+26;02;30.8;12.97;0;0;0;;0.30;0.30;1.029;0.424;0.980  
110251.74+3052295;11;02;51.74;+30;52;29.5;13.09;24436;32;5920;;0.46;0.21;1.247;0.470;0.460  
110252.50+0400005;11;02;52.50;+04;00;0.5;12.40;9545;31;5920;;0.30;0.17;1.114;0.346;0.560  
110252.84+2916328;11;02;52.84;+29;16;32.8;13.40;21465;55;-8;;0.23;0.16;0.942;0.178;0.680  
110253.03+1212237;11;02;53.03;+12;12;23.7;13.22;19783;48;5920;;0.19;0.16;1.097;0.456;0.820  
110253.96+1259038;11;02;53.96;+12;59;3.8;12.99;42108;53;5920;;0.43;0.37;1.238;0.704;0.860  
110255.07+3252356;11;02;55.07;+32;52;35.6;11.84;10473;33;2700;1__P;0.36;0.31;1.026;0.300;0.840  
110255.59+3407396;11;02;55.59;+34;07;39.6;13.24;48068;57;5920;;0.23;0.20;1.180;0.477;0.880  
110256.66-0655279;11;02;56.66;-06;55;27.9;13.12;0;0;0;;0.26;0.20;0.972;0.298;0.780  
110256.82+0628126;11;02;56.82;+06;28;12.6;13.19;22423;39;5918;;0.22;0.22;1.194;0.397;1.000  
110257.50+0736136;11;02;57.50;+07;36;13.6;11.97;21430;95;2426;;0.47;0.37;0.979;0.189;0.780  
110257.50+3123336;11;02;57.50;+31;23;33.6;12.53;0;0;0;;0.35;0.22;1.071;0.427;0.620  
110257.74-0057438;11;02;57.74;-00;57;43.8;13.32;10051;15;5906;19;0.25;0.18;0.768;0.220;0.720  
110259.04+3215246;11;02;59.04;+32;15;24.6;12.80;0;0;0;;0.34;0.12;1.094;0.352;0.340  
110259.27+3455396;11;02;59.27;+34;55;39.6;12.73;9491;30;5920;;0.31;0.21;1.094;0.303;0.660  
110259.38+1719498;11;02;59.38;+17;19;49.8;11.72;12780;33;2700;0;0.52;0.36;1.067;0.411;0.680  
110259.39+2501197;11;02;59.39;+25;01;19.7;12.90;0;0;0;;0.33;0.29;0.897;0.215;0.880  
110259.94-0132498;11;02;59.94;-01;32;49.8;12.86;10870;87;1777;;0.23;0.16;0.737;0.065;0.660  
110300.57+3158166;11;03;0.57;+31;58;16.6;11.40;17396;32;2736;-1;0.57;0.38;1.034;0.316;0.660  
110300.57-0726419;11;03;0.57;-07;26;41.9;13.16;0;0;0;;0.23;0.14;1.219;0.444;0.640  
110301.28+1205428;11;03;1.28;+12;05;42.8;13.33;35480;274;5920;;0.33;0.33;1.468;0.604;1.000  
110301.87+0736226;11;03;1.87;+07;36;22.6;13.08;21583;55;5918;;0.21;0.19;1.045;0.319;0.920  
110302.30+3158226;11;03;2.30;+31;58;22.6;12.32;17838;36;2736;3;0.43;0.19;1.067;0.383;0.440  
110302.52+2558257;11;03;2.52;+25;58;25.7;13.22;0;0;0;;0.39;0.19;1.077;0.427;0.480  
110303.64+1711198;11;03;3.64;+17;11;19.8;13.25;0;0;0;;0.24;0.20;1.075;0.512;0.840  
110303.83+3122006;11;03;3.83;+31;22;0.6;13.00;13808;49;5920;;0.31;0.20;1.026;0.319;0.640  
110304.53-0408248;11;03;4.53;-04;08;24.8;12.14;16905;87;1777;;0.37;0.25;1.041;0.299;0.660  
110304.87-0431288;11;03;4.87;-04;31;28.8;12.80;14914;87;1777;;0.44;0.15;1.179;0.459;0.340  
110304.88+0657026;11;03;4.88;+06;57;2.6;13.26;18288;44;5918;;0.24;0.11;1.118;0.291;0.462  
110305.59+1638498;11;03;5.59;+16;38;49.8;13.24;0;0;0;;0.25;0.14;0.953;0.330;0.560  
110305.61-0924084;11;03;5.61;-09;24;8.4;13.04;15621;80;6003;;0.37;0.22;1.081;0.205;0.600  
110305.72-0625124;11;03;5.72;-06;25;12.4;12.88;0;0;0;;0.24;0.19;1.202;0.632;0.800  
110306.07+0456165;11;03;6.07;+04;56;16.5;13.03;20149;47;5918;;0.31;0.16;1.072;0.411;0.520  
110306.15+0516025;11;03;6.15;+05;16;2.5;12.70;15546;30;5918;;0.30;0.12;1.083;0.390;0.400  
110306.43+2613567;11;03;6.43;+26;13;56.7;11.48;6596;45;4011;;0.40;0.36;0.945;0.269;0.900  
110306.82+2748237;11;03;6.82;+27;48;23.7;12.72;0;0;0;;0.36;0.32;1.010;0.352;0.880  
110307.01+1933484;11;03;7.01;+19;33;48.4;13.22;0;0;0;;0.21;0.17;0.999;0.249;0.780  
110307.16+2915047;11;03;7.16;+29;15;4.7;13.40;21461;85;-8;;0.22;0.18;0.886;0.312;0.820  
110307.47+0517291;11;03;7.47;+05;17;29.1;12.89;15607;53;5918;;0.24;0.13;1.141;0.352;0.540  
110308.09-0237362;11;03;8.09;-02;37;36.2;12.62;21225;85;1781;;0.28;0.19;1.131;0.415;0.660  
110308.65+2104454;11;03;8.65;+21;04;45.4;12.81;0;0;0;;0.34;0.25;1.229;0.659;0.720  
110309.53+3146296;11;03;9.53;+31;46;29.6;13.24;0;0;0;;0.21;0.14;0.960;0.272;0.660  
110309.59+2130424;11;03;9.59;+21;30;42.4;13.06;0;0;0;;0.25;0.20;1.247;0.374;0.820  
110310.64+2329574;11;03;10.64;+23;29;57.4;13.26;0;0;0;;0.21;0.18;1.142;0.402;0.840  
110310.74+0040461;11;03;10.74;+00;40;46.1;13.31;28662;49;5918;;0.20;0.17;0.882;0.388;0.880  
110311.19+2758207;11;03;11.19;+27;58;20.7;8.35;1539;4;2212;2X_R;1.53;0.76;0.966;0.316;0.500  
110311.20+1445247;11;03;11.20;+14;45;24.7;11.76;7229;36;2700;1;0.39;0.16;1.058;0.292;0.420  
110311.32+0741093;11;03;11.32;+07;41;9.3;12.42;16937;53;5918;;0.33;0.20;1.112;0.512;0.600  
110311.98+0145071;11;03;11.98;+01;45;7.1;12.92;30750;54;5918;;0.28;0.22;1.036;0.339;0.780  
110312.01+0613093;11;03;12.01;+06;13;9.3;12.92;19608;50;5918;;0.31;0.21;1.202;0.843;0.700  
110312.94+1104363;11;03;12.94;+11;04;36.3;10.32;6403;5;2212;5;0.63;0.51;0.910;0.269;0.800  
110313.34-0808034;11;03;13.34;-08;08;3.4;12.97;0;0;0;;0.23;0.12;1.368;0.573;0.540  
110313.60-0432352;11;03;13.60;-04;32;35.2;12.39;11602;87;1777;;0.54;0.13;1.316;0.527;0.240  
